id,company_id,uuid,fecha_inicio,fecha_fin,tipo_descarga,total_encontrados,total_descargados,total_errores,requested_at,completed_at,error_message,detalles,created_at,updated_at,metodo,estado,mensaje,total_found_cs,total_found_sat,batch_id
1,1,5daf3b5b-5fe1-436b-b00e-b72fc4c53253,2026-01-01,2026-01-15,todas,259,259,0,2026-01-15 20:58:49,2026-01-15 20:59:55,,"{""total"":259,""paginas"":13,""fechasMismoHorario"":[],""xmlFaltantes"":false,""cancelados"":1,""noDescargados"":[],""from_xml"":259,""from_metadata"":0,""inserted"":259,""updated"":0,""cs_found"":259,""sat_found"":0,""cs_uuid"":""5daf3b5b-5fe1-436b-b00e-b72fc4c53253"",""sat_solicitud"":null,""discrepancy"":true}",2026-01-15 20:58:49,2026-01-15 20:59:55,webservice_sat,completed,Completado: 259 CFDIs insertados. Discrepancia detectada: Portal Web SAT(259) vs Web Service SAT(0),259,0,031b2032-d342-428e-a1b2-4fc2d982e00f
